#lemma	stem
zviditelnění	zviditelnění
srozuměná	srozuměná
udička	udičk
rozmělňování	rozmělňování
metamorfóza	metamorfóz
dvojznačnost	dvojznačnost
obranyschopnost	obranyschopnost
sestavování	sestavování
farmacie	farmaci
distributor	distributor
normál	normál
kros	kros
zátěž	zátěž
půlmaratón	půlmaratón
dopoledne	dopoledn
kolík	kolík
protihráč	protihráč
obočí	obočí
vodovod	vodovod
pověření	pověření
náležitost	náležitost
konstituce	konstituc
ratifikace	ratifikac
spolužití	spolužití
celnice	celnic
bundeswehr	bundeswehr
předvečer	předvečer
maastricht	maastricht
generalita	generalit
volání	volání
demokratičnost	demokratičnost
racionálnost	racionálnost
svrchovanost	svrchovanost
světadíl	světadíl
lekce	lekc
úzkost	úzkost
řemeslník	řemeslník
idylka	idylk
subvence	subvenc
turbulence	turbulenc
vyčlenění	vyčlenění
bojeschopnost	bojeschopnost
odsunutí	odsunutí
modifikace	modifikac
předlužení	předlužení
smrtonosnost	smrtonosnost
úskalí	úskalí
zacházení	zacházení
oddlužení	oddlužení
chodba	chodb
úpadce	úpadc
zmrazení	zmrazení
zpeněžení	zpeněžení
rozběhnutí	rozběhnutí
mezičas	mezičas
rozchod	rozchod
serióznost	serióznost
kalibr	kalibr
intermezzo	intermezz
nitro	nitr
rozvědka	rozvědk
ústupnost	ústupnost
spiknutí	spiknutí
harmonogram	harmonogram
rozuzlení	rozuzlení
razantnost	razantnost
realista	realist
porce	porc
realizmus	realizmus
tempera	temper
formalista	formalist
výpovědní	výpovědní
portrait	portrait
artist	artist
man	man
chlapeček	chlapeček
triptych	triptych
figura	figur
vodka	vodk
ftalát	ftalát
stoličnaja	stoličnaj
meziprodukt	meziprodukt
zvláčňování	zvláčňování
hygienik	hygienik
miligram	miligram
l`litr	l`litr
barel	barel
skladování	skladování
etiketa	etiket
detekce	detekc
chlór	chlór
líh	líh
uzávěr	uzávěr
překupník	překupník
taktizování	taktizování
chovanec	chovanec
libero	liber
osa	os
nesrovnalost	nesrovnalost
zaúčtování	zaúčtování
kapavka	kapavk
mikrobiolog	mikrobiolog
syfilida	syfilid
videosnímek	videosnímek
grandhotel	grandhotel
porota	porot
šot	šot
pohraničník	pohraničník
uspokojení	uspokojení
ponaučení	ponaučení
palubovka	palubovk
zpracovávání	zpracovávání
sponzorství	sponzorství
odbíjenkářka	odbíjenkářk
svolání	svolání
uzenina	uzenin
terapie	terapi
sanatorium	sanatorium
podplukovník	podplukovník
vysílačka	vysílačk
přestřelka	přestřelk
výmysl	výmysl
souběh	souběh
konopí	konopí
políčko	políčk
sklizeň	sklizeň
cizina	cizin
helikoptéra	helikoptér
rodiště	rodiště
intervence	intervenc
trápení	trápení
desetiminutovka	desetiminutovk
čtyřbranková	čtyřbranková
hrot	hrot
val	val
průnik	průnik
prs	prs
klička	kličk
narážečka	narážečk
nevíra	nevír
ostrovan	ostrovan
trefa	tref
křest	křest
brusle	brusl
přilba	přilb
kalhoty	kalhot
stulpna	stulpn
kozel	kozel
čtyřiadvacítka	čtyřiadvacítk
vlček	vlček
působiště	působiště
fyzička	fyzičk
dvoustovka	dvoustovk
grog	grog
bufet	bufet
mantinel	mantinel
nerv	nerv
časomíra	časomír
střídačka	střídačk
rozehrání	rozehrání
vyslovení	vyslovení
spalovna	spalovn
třídění	třídění
recyklace	recyklac
korekce	korekc
demokratizace	demokratizac
korektura	korektur
delegát	delegát
vykázání	vykázání
sir	sir
spoluautor	spoluautor
roveň	roveň
odejmutí	odejmutí
doložka	doložk
stadium	stadium
snadnost	snadnost
federál	federál
proplacení	proplacení
lokomotiva	lokomotiv
rozhorlení	rozhorlení
data	dat
blamáž	blamáž
sirka	sirk
plýtvání	plýtvání
průmyslník	průmyslník
závaží	závaží
neklid	neklid
zápal	zápal
galeristka	galeristk
jednorožec	jednorožec
harfa	harf
galérie	galéri
amatér	amatér
duha	duh
vydražitel	vydražitel
tahanice	tahanic
doběh	doběh
usk	usk
pivot	pivot
pivotman	pivotman
rozehrávač	rozehrávač
duo	du
finalista	finalist
disciplinárka	disciplinárk
tahák	tahák
schůze	schůz
syndikát	syndikát
autorizace	autorizac
hašení	hašení
rašelina	rašelin
ložisko	ložisk
pískovec	pískovec
kombinát	kombinát
pyrotechnik	pyrotechnik
imago	imag
satelit	satelit
superset	superset
oáza	oáz
putování	putování
páter	páter
nenávist	nenávist
vesmír	vesmír
patrola	patrol
männermagazin	männermagazin
manévr	manévr
stožár	stožár
zmatek	zmatek
arcibiskup	arcibiskup
primas	primas
mentorování	mentorování
freon	freon
ozón	ozón
sprej	sprej
halon	halon
štěrkovna	štěrkovn
pískovna	pískovn
spoření	spoření
ukládání	ukládání
emitent	emitent
vyplacení	vyplacení
pyramida	pyramid
šestice	šestic
věž	věž
stážista	stážist
zmatení	zmatení
končetina	končetin
kyj	kyj
kamikadze	kamikadz
exposlanec	exposlanec
liberál	liberál
erudice	erudic
souputník	souputník
legitimace	legitimac
přerod	přerod
pozastavení	pozastavení
vytyčování	vytyčování
vysočina	vysočin
závodník	závodník
hlupák	hlupák
plavkyně	plavkyně
rozhořčení	rozhořčení
svěřenkyně	svěřenkyně
kapesné	kapesné
vypočítavost	vypočítavost
zákulisí	zákulisí
legie	legi
lustrace	lustrac
magika	magik
stání	stání
dentista	dentist
aids	aids
chrup	chrup
hiv	hiv
čtenářka	čtenářk
běták	běták
beták	beták
bět	bět
bet	bet
betíi	betíi
přípona	přípon
odvozenina	odvozenin
řečtina	řečtin
hebrejština	hebrejštin
přísaha	přísah
normalizátor	normalizátor
opravdovost	opravdovost
umývač	umývač
nádobí	nádobí
uklízeč	uklízeč
firmička	firmičk
satisfakce	satisfakc
letošek	letošek
kněžna	kněžn
plamen	plamen
popelník	popelník
trochu	trochu
chirurgie	chirurgi
telegraf	telegraf
uskutečňování	uskutečňování
interakce	interakc
market	market
ctnost	ctnost
korektor	korektor
klérus	klérus
nerudnost	nerudnost
bohoslužba	bohoslužb
kapička	kapičk
odluka	odluk
polosvětlo	polosvětl
polostín	polostín
pay	pa
rozeklanost	rozeklanost
pól	pól
kašička	kašičk
načasování	načasování
zesílení	zesílení
bezradnost	bezradnost
plavky	plavk
deštník	deštník
kredit	kredit
extrém	extrém
samovývoj	samovývoj
pronikání	pronikání
tiskovina	tiskovin
strnulost	strnulost
nevůle	nevůl
protekcionismus	protekcionismus
rekreace	rekreac
splacení	splacení
protiprávnost	protiprávnost
klacek	klacek
dokazování	dokazování
koželužna	koželužn
květina	květin
pomníček	pomníček
diecéze	diecéz
bula	bul
navrhování	navrhování
obuv	obuv
modelování	modelování
stánkař	stánkař
vata	vat
gymnastka	gymnastk
atletka	atletk
trojskokanka	trojskokank
kladivo	kladiv
atlet	atlet
průkopník	průkopník
konkurentka	konkurentk
víceboj	víceboj
škrt	škrt
tyčkařka	tyčkařk
gymnastika	gymnastik
štír	štír
veleskok	veleskok
kapitalismus	kapitalismus
destabilizace	destabilizac
škodlivost	škodlivost
parazitismus	parazitismus
vyústění	vyústění
bauhaus	bauhaus
nářadí	nářadí
kutil	kutil
fotograf	fotograf
zvukař	zvukař
cobra	cobr
odzbrojení	odzbrojení
nálet	nálet
slintavka	slintavk
kulhavka	kulhavk
tajnost	tajnost
známost	známost
tvor	tvor
zrak	zrak
atavismus	atavismus
dorozumívání	dorozumívání
homo	hom
sloučenina	sloučenin
feromon	feromon
agresivita	agresivit
potrava	potrav
communication	communication
language	languag
pheromone	pheromon
řasa	řas
hmyz	hmyz
pták	pták
plaz	plaz
savec	savec
samec	samec
snake	snak
impersonating	impersonating
samička	samičk
pavouk	pavouk
spider	spider
sameček	sameček
harpuna	harpun
zoologie	zoologi
čich	čich
receptor	receptor
neurolog	neurolog
indispozice	indispozic
metrika	metrik
předivo	přediv
zástoj	zástoj
identita	identit
prolnutí	prolnutí
fragmentace	fragmentac
objektivita	objektivit
god	god
view	view
šifrování	šifrování
prvočíslo	prvočísl
jednoduchost	jednoduchost
abeceda	abeced
čárka	čárk
orel	orel
přičtení	přičtení
utajení	utajení
rozklad	rozklad
součin	součin
cifra	cifr
mocnina	mocnin
podepisování	podepisování
umocňování	umocňování
dešifrování	dešifrování
kódování	kódování
mars	mars
svítivost	svítivost
albedo	albed
zamrznutí	zamrznutí
oteplení	oteplení
veličina	veličin
oscilace	oscilac
mrak	mrak
přehřátí	přehřátí
hnojení	hnojení
železo	želez
schránka	schránk
fosfor	fosfor
uhlík	uhlík
přemnožení	přemnožení
eliminace	eliminac
spalování	spalování
proudění	proudění
míchání	míchání
mísení	mísení
plavidlo	plavidl
transekt	transekt
radiouhlík	radiouhlík
research	research
modeling	modeling
fosílie	fosíli
grypania	grypani
filament	filament
kyslík	kyslík
pásek	pásek
křemen	křemen
minerál	minerál
geolog	geolog
oxidace	oxidac
ferrum	ferrum
evoluce	evoluc
koexistence	koexistenc
křivka	křivk
šipka	šipk
fytoplankton	fytoplankton
odbourávání	odbourávání
dimetylsulfid	dimetylsulfid
pára	pár
nanometr	nanometr
ztenčení	ztenčení
antarktida	antarktid
měření	měření
poškození	poškození
tloušťka	tloušťk
tání	tání
ledovec	ledovec
plavba	plavb
normalizace	normalizac
tisícina	tisícin
obstarávání	obstarávání
mravenec	mravenec
cataglyphis	cataglyphis
ještěrka	ještěrk
acanthodactylus	acanthodactylus
dumerili	dumerili
nika	nik
monomorium	monomorium
prérie	préri
lasius	lasius
myrmica	myrmic
tetramorium	tetramorium
živočich	živočich
eremogarypus	eremogarypus
celsius	celsius
membrána	membrán
vajíčko	vajíčk
vystavení	vystavení
pozorování	pozorování
červ	červ
alvinella	alvinell
ochlazení	ochlazení
geofyzik	geofyzik
odpařování	odpařování
meteorit	meteorit
sodík	sodík
dublet	dublet
molekula	molekul
iont	iont
hydrát	hydrát
ochlazování	ochlazování
preparát	preparát
zředění	zředění
vydávání	vydávání
příručka	příručk
přírodovědec	přírodovědec
lesník	lesník
odevzdání	odevzdání
poster	poster
nouze	nouz
pružnost	pružnost
neefektivnost	neefektivnost
osamostatňování	osamostatňování
proznačení	proznačení
tiskárna	tiskárn
externista	externist
curriculum	curriculum
vitae	vita
vypravování	vypravování
báje	báj
geometrie	geometri
room	room
variety	variet
will	will
worth	worth
wanting	wanting
loket	loket
odhalování	odhalování
vymýtání	vymýtání
bubák	bubák
příměr	příměr
intuice	intuic
trik	trik
vyhnutelnost	vyhnutelnost
determinismus	determinismus
fatalismus	fatalismus
terminologie	terminologi
robot	robot
anténka	anténk
žárovička	žárovičk
sloveso	sloves
logaritmus	logaritmus
sinus	sinus
korespondence	korespondenc
neosoba	neosob
krematorium	krematorium
katafalk	katafalk
variabil	variabil
znemožnění	znemožnění
trám	trám
břevno	břevn
škrtnutí	škrtnutí
pero	per
překližka	překližk
plát	plát
plexisklo	plexiskl
pant	pant
šroub	šroub
nastavení	nastavení
variabilita	variabilit
spoutanost	spoutanost
sevřenost	sevřenost
závora	závor
slepec	slepec
mene	men
tekel	tekel
stín	stín
zmar	zmar
destrukce	destrukc
ničení	ničení
prázdnota	prázdnot
kyvadlo	kyvadl
lidskost	lidskost
úcta	úct
chvění	chvění
smutek	smutek
smích	smích
rakovina	rakovin
buňka	buňk
umírání	umírání
defekt	defekt
autoagrese	autoagres
bujení	bujení
nemocný	nemocný
vývěska	vývěsk
videozáznam	videozáznam
shlédnutí	shlédnutí
lymfocyt	lymfocyt
zabíječ	zabíječ
mikrob	mikrob
veselohra	veselohr
stimulans	stimulans
angína	angín
chřipka	chřipk
nachlazení	nachlazení
isoprinosin	isoprinosin
veselost	veselost
devítka	devítk
rozesílání	rozesílání
níže	níž
sahara	sahar
středověk	středověk
kronikář	kronikář
zčervenání	zčervenání
roura	rour
přehlušení	přehlušení
bouře	bouř
oteplování	oteplování
substrát	substrát
pokrývka	pokrývk
dust	dust
letter	letter
april	april
štít	štít
zalednění	zalednění
sediment	sediment
pleistocén	pleistocén
chronologie	chronologi
rezervoár	rezervoár
žíla	žíl
geochemik	geochemik
vrt	vrt
nuklid	nuklid
observatoř	observatoř
geochronologie	geochronologi
paleoklimatolog	paleoklimatolog
oslunění	oslunění
šířka	šířk
mikrofosilie	mikrofosili
kalcit	kalcit
korál	korál
podzemí	podzemí
usazení	usazení
plž	plž
urychlovač	urychlovač
zoolog	zoolog
mlž	mlž
mya	my
škeble	škebl
srdcovka	srdcovk
perlorodka	perlorodk
spektrometrie	spektrometri
arytmie	arytmi
fígl	fígl
judo	jud
karcinogen	karcinogen
hlodavec	hlodavec
karcinogenita	karcinogenit
houba	houb
reziduum	reziduum
požívání	požívání
mechanika	mechanik
trpaslík	trpaslík
krystal	krystal
astrofyzik	astrofyzik
slupka	slupk
hustota	hustot
částice	částic
kulička	kuličk
luminozita	luminozit
apoptóza	apoptóz
bcl	bcl
onkogen	onkogen
sebedestrukce	sebedestrukc
obratlovec	obratlovec
neuron	neuron
aktivace	aktivac
ced	ced
protein	protein
mitochondrie	mitochondri
opalování	opalování
slunění	slunění
zajatec	zajatec
solárium	solárium
psoriáza	psoriáz
virolog	virolog
biolog	biolog
recyklování	recyklování
peleta	pelet
uchovávání	uchovávání
hypertext	hypertext
hyperknihovna	hyperknihovn
architekt	architekt
mnohost	mnohost
autokracie	autokraci
smazání	smazání
oblige	oblig
dokonalost	dokonalost
space	spac
history	histor
writing	writing
trvalost	trvalost
programování	programování
vyvolání	vyvolání
arabština	arabštin
gama	gam
perština	perštin
omikron	omikron
turečtina	turečtin
astronomie	astronomi
obloha	obloh
poloostrov	poloostrov
přejímání	přejímání
nadir	nadir
azimut	azimut
učenec	učenec
označování	označování
technik	technik
kosmonautika	kosmonautik
družice	družic
sonda	sond
okysličování	okysličování
slučování	slučování
rezavění	rezavění
líc	líc
oxidans	oxidans
reduktans	reduktans
fotosyntéza	fotosyntéz
dárce	dárc
vodík	vodík
síran	síran
ns`nanosekunda	ns`nanosekund
proton	proton
laureát	laureát
elektroda	elektrod
vibrace	vibrac
přeskok	přeskok
rozkmit	rozkmit
přebudování	přebudování
biochemie	biochemi
rozhraní	rozhraní
kapalina	kapalin
ion	ion
můstek	můstek
stipendista	stipendist
čekárna	čekárn
vzorec	vzorec
prostoj	prostoj
fyzika	fyzik
ekosystém	ekosystém
obvod	obvod
vědění	vědění
synergetik	synergetik
všehochuť	všehochuť
prostota	prostot
pokračovatel	pokračovatel
makrosystém	makrosystém
konfigurace	konfigurac
mikrostav	mikrostav
makrostav	makrostav
přihrádka	přihrádk
nádoba	nádob
entropie	entropi
vzrůst	vzrůst
migrace	migrac
pozorovatelna	pozorovateln
asymetrie	asymetri
makrosvět	makrosvět
liška	lišk
mřížka	mřížk
množina	množin
rozdílnost	rozdílnost
rndr	rndr
csc	csc
radiometrie	radiometri
astrofyzika	astrofyzik
geografie	geografi
úmrtnost	úmrtnost
demografie	demografi
geodemografie	geodemografi
drsc	drsc
endokrinologie	endokrinologi
metabolizmus	metabolizmus
geologie	geologi
kenozoikum	kenozoikum
geochemie	geochemi
létavice	létavic
lunatik	lunatik
antropologie	antropologi
skupenství	skupenství
epidemie	epidemi
optimalizace	optimalizac
leknín	leknín
hlemýžď	hlemýžď
shluk	shluk
rámeček	rámeček
poloměr	poloměr
zobecnění	zobecnění
důlek	důlek
nepořádek	nepořádek
symbolika	symbolik
tuha	tuh
diamant	diamant
polymorfizmus	polymorfizmus
lambda	lambd
helium	helium
feromagnet	feromagnet
magnetka	magnetk
magnetizace	magnetizac
magnet	magnet
hrana	hran
ferromagnet	ferromagnet
perkolace	perkolac
prosakování	prosakování
kanálek	kanálek
vytěžení	vytěžení
pór	pór
hornina	hornin
protlačování	protlačování
pravidelnost	pravidelnost
opodstatnění	opodstatnění
návnada	návnad
bacilonosič	bacilonosič
charakteristika	charakteristik
karanténa	karantén
předpovídání	předpovídání
plazma	plazm
anténa	antén
letectví	letectví
planetka	planetk
asteroid	asteroid
odraz	odraz
úlomek	úlomek
gravitace	gravitac
telátko	telátk
býček	býček
potomstvo	potomstv
vnesení	vnesení
laktoferin	laktoferin
bílkovina	bílkovin
kvasinka	kvasink
chromozóm	chromozóm
anomálie	anomáli
biosféřan	biosféřan
meteor	meteor
biosféra	biosfér
úbytek	úbytek
hermetičnost	hermetičnost
osádka	osádk
velehora	velehor
výzkumník	výzkumník
týrání	týrání
přístřešek	přístřešek
opálenost	opálenost
vuřt	vuřt
sopka	sopk
záře	zář
aparatura	aparatur
vypuštění	vypuštění
cluster	cluster
magnetosféra	magnetosfér
puls	puls
korpuskule	korpuskul
kosmodrom	kosmodrom
kosmonaut	kosmonaut
rovník	rovník
jezero	jezer
křižovatka	křižovatk
valuta	valut
vver	vver
mw`megawatt	mw`megawatt
turbína	turbín
fyzik	fyzik
ověřování	ověřování
špion	špion
mlčení	mlčení
puma	pum
štěpení	štěpení
neutron	neutron
grafit	grafit
nacista	nacist
vyslanectví	vyslanectví
rezident	rezident
špión	špión
informátor	informátor
dezinformace	dezinformac
ulička	uličk
zatčení	zatčení
přítok	přítok
užitek	užitek
špionáž	špionáž
zaostalost	zaostalost
konstruování	konstruování
spuštění	spuštění
ručička	ručičk
galvanometr	galvanometr
archeolog	archeolog
reálnost	reálnost
údobí	údobí
výkop	výkop
archeologie	archeologi
svolení	svolení
pozůstatek	pozůstatek
kostra	kostr
interiér	interiér
oltář	oltář
prozkoumání	prozkoumání
světec	světec
útlak	útlak
naivnost	naivnost
evangelík	evangelík
ostatek	ostatek
uctívání	uctívání
protireformace	protireformac
svatořečení	svatořečení
pekař	pekař
císař	císař
klér	klér
vikář	vikář
trhlina	trhlin
rift	rift
kráter	kráter
močál	močál
doplněk	doplněk
pahorkatina	pahorkatin
kužel	kužel
ústí	ústí
sopouch	sopouch
vulkán	vulkán
dutina	dutin
žár	žár
trans	trans
smírnost	smírnost
půdorys	půdorys
puklina	puklin
trubice	trubic
stalaktit	stalaktit
odkapávání	odkapávání
láva	láv
jeskyně	jeskyně
bazalt	bazalt
souvrství	souvrství
odnos	odnos
výlitek	výlitek
plášť	plášť
suť	suť
zvětralina	zvětralin
august	august
monstrance	monstranc
relikvie	relikvi
lebka	lebk
skelet	skelet
infrakce	infrakc
čelist	čelist
výslech	výslech
výběžek	výběžek
lopatka	lopatk
štosování	štosování
očnice	očnic
kost	kost
spodina	spodin
hniloba	hnilob
exhumace	exhumac
fort	fort
jařmo	jařm
kopanec	kopanec
nalomení	nalomení
kloub	kloub
vykloubení	vykloubení
pouzdro	pouzdr
vyjmutí	vyjmutí
pruh	pruh
plasticita	plasticit
zemina	zemin
povlak	povlak
lom	lom
lamela	lamel
nečistota	nečistot
omytí	omytí
kvadrant	kvadrant
drť	drť
ohledání	ohledání
lupa	lup
mikroskop	mikroskop
vlákénko	vlákénk
hrudka	hrudk
mozkovna	mozkovn
vysychání	vysychání
jáma	jám
naklonění	naklonění
otvor	otvor
zvlhnutí	zvlhnutí
zbobtnání	zbobtnání
spánek	spánek
travina	travin
rosa	ros
četnost	četnost
projektil	projektil
zeměkoule	zeměkoul
vulkanismus	vulkanismus
diagram	diagram
nálož	nálož
radiace	radiac
úmrtí	úmrtí
smolinec	smolinec
rádium	rádium
interval	interval
filamentum	filamentum
granulum	granulum
svině	svině
vlk	vlk
karbonát	karbonát
vrstvička	vrstvičk
roztopení	roztopení
úses	úses
abc	abc
přímka	přímk
úsečka	úsečk
rozlomení	rozlomení
polopřímka	polopřímk
souběžka	souběžk
souběžnost	souběžnost
spp	spp
pata	pat
kolmice	kolmic
polorovina	polorovin
aqb	aqb
součet	součet
aps	aps
sqb	sqb
spa	sp
qsb	qsb
psa	ps
přepona	přepon
odvěsna	odvěsn
acd	acd
adc	adc
acb	acb
pojednání	pojednání
pqrp	pqrp
čtyřúhelník	čtyřúhelník
souměrnost	souměrnost
shodnost	shodnost
mpp	mpp
page	pag
mpq	mpq
ppm	ppm
průsečík	průsečík
rozběžka	rozběžk
ps`pikosekunda	ps`pikosekund
pqqp	pqqp
nrp	nrp
sqq	sqq
hpq	hpq
mqs	mqs
qbbq	qbbq
aba	ab
pxx	pxx
yxx	yxx
xyyx	xyyx
xyyz	xyyz
yzx	yzx
přehlednost	přehlednost
app	app
bbd	bbd
apb	apb
matematik	matematik
vidina	vidin
sebezapření	sebezapření
osvětlování	osvětlování
poznávání	poznávání
geometr	geometr
záludnost	záludnost
příbuznost	příbuznost
paprsek	paprsek
nadhlavník	nadhlavník
dlaň	dlaň
stálice	stálic
odstup	odstup
přibližování	přibližování
odkrytí	odkrytí
zmenšování	zmenšování
popření	popření
umísťování	umísťování
zdokonalování	zdokonalování
změření	změření
přírodověda	přírodověd
ztotožnění	ztotožnění
zavržení	zavržení
srovnalost	srovnalost
